day,hour,area,lat,lon,current_speed,free_flow_speed,traffic_level,temperature,code,windspeed
3,9,Rial cum Road Bridge,16.99704708,81.76927354,45,45,Low,29.5,2,4.7
3,9,Main Road,16.99989159,81.77174995,27,27,Low,29.5,2,4.7
3,9,Bhanu Gudi,16.97072762,82.23604298,38,38,Low,29.8,2,3.8
3,9,Vankata Narayana Railway Gate,16.97309741,82.22603038,32,41,Medium,30.2,2,3.7
3,9,Munsif Gari Junction,16.93705305,82.2329748,32,32,Low,30.2,2,4.2
3,9,Apt College Road,16.92997584,82.23448295,32,38,Medium,30.2,2,4.2
3,9,Dairyfarm Centre,16.95630211,82.24871505,30,30,Low,30.2,2,3.7
3,9,Gaati Center,16.93563419,82.22835108,15,29,Medium,30.2,2,4.2
3,9,Nagamalli Thota Centre,16.98676611,82.24004443,38,38,Low,29.8,2,3.8
3,9,Temple Street,16.9469232,82.23195854,25,35,Medium,30.2,2,3.7
3,9,Main Road,16.94777588,82.23388898,30,30,Low,29.8,2,3.8
3,9,Sarpavaram Junction,16.99489545,82.24274883,5,10,Medium,29.8,2,3.8
3,9,Pr Clg Road,16.95806544,82.23109821,32,41,Medium,30.2,2,3.7
3,9,Bala Cheruvu,16.95281937,82.2323379,31,39,Medium,29.8,2,3.8
3,9,Nukalamma Temple,16.96300885,82.23441835,20,34,Medium,29.8,2,3.8
3,9,Cinema Road,16.94826209,82.23632529,18,22,Medium,30.2,2,3.7
3,9,Beach Road,17.00894764,82.28321349,26,26,Low,30.2,2,3.7
3,9,Glass House Centre,16.94871864,82.23396555,30,30,Low,29.8,2,3.8
3,9,Gold Market Centre,16.94680648,82.23381229,30,30,Low,29.8,2,3.8
3,9,Masjid Centre,16.95101841,82.23404475,24,24,Low,29.8,2,3.8
3,9,Fire Office Road,16.95625954,82.2331964,20,34,Medium,30.2,2,3.7
3,9,District Court,16.95750555,82.2270718,18,18,Low,29.8,2,3.8
3,9,Ggh,16.95516493,82.23011318,32,39,Medium,29.8,2,3.8
3,9,Kokila Centre,16.95965298,82.22372616,32,39,Medium,30.2,2,3.7
3,9,Drivers Colony,16.91956872,82.23867107,51,51,Low,30.2,2,4.2
3,9,Rto Office,16.9755554,82.24875196,32,41,Medium,30.2,2,3.7
3,9,Vakalapudi Junction,17.00611779,82.26343084,26,26,Low,30.2,2,3.7
3,9,Indrapalem Bridge,16.95965298,82.22372616,32,39,Medium,30.2,2,3.7
3,9,Revenue Office,16.95391532,82.23158617,32,41,Medium,29.8,2,3.8
3,9,Bus Stand,16.96862888,82.23962547,30,30,Low,29.8,2,3.8
3,9,Jntuk Road,16.9733395,82.23687898,32,41,Medium,30.2,2,3.7
3,9,Kalpana Centre,16.95614085,82.23667032,13,17,Medium,30.2,2,3.7
3,9,Jagannadhapuram Bridge,16.94224349,82.23327483,30,30,Low,30.2,2,3.7
3,9,Kakinada Anchorage Port,16.93999009,82.2562341,27,27,Low,30.2,2,3.7
3,9,Karnam Gari Junction,16.977303,82.22772654,38,38,Low,29.8,2,3.8
3,9,Pitapuram Kakinada Road,17.00123968,82.24517314,28,39,Medium,29.8,2,3.8
3,9,Pitapuram Kakinada Highway,17.05454405,82.25091475,59,59,Low,30.2,2,3.7
3,9,Achampeta Junction,17.02251512,82.24885405,59,59,Low,30.2,2,3.7
3,9,Satya Gowri Theatre Road,16.94489627,82.23602479,26,26,Low,30.2,2,3.7
3,9,Madhavapatam Centre,16.99251444,82.21067511,32,41,Medium,30.2,2,3.7
3,9,Gandhi Circle,16.96469875,82.22472639,32,41,Medium,30.2,2,3.7
3,9,Light House,17.01400687,82.28410307,26,26,Low,30.2,2,3.7
3,10,Diwan Cheruvu,17.04629017,81.84391764,30,30,Low,30.8,2,5.4
3,10,Morumpudi Junction,16.99604829,81.80198795,33,33,Low,30.5,2,6
3,10,VL Puram,17.00036112,81.79457901,36,36,Low,30.5,2,6
3,10,Bommuru Junction,16.97002604,81.79820779,44,52,Medium,30.5,2,6
3,10,Lala Cheruvu,17.02593121,81.80629901,44,52,Medium,30.2,2,6
3,10,Pushkar Ghat Cir,17.00696903,81.76790598,27,27,Low,30.5,2,6
3,10,Azad Chowk,17.00665391,81.77629003,9,9,Low,30.5,2,6
3,10,Devi Chowk Circle,17.00979647,81.77610013,27,27,Low,30.5,2,6
3,10,Balajipeta Junction,16.97671458,81.79384357,44,52,Medium,30.5,2,6
3,10,Kesavaram Railway gate,16.9311275,81.88170907,22,22,Low,30.9,2,7.1
3,10,GIET NH,17.05948989,81.86937184,44,52,Medium,30.6,2,5.4
3,10,DELTA hospital NH,17.01149942,81.80917916,58,58,Low,30.2,2,6
3,10,GSL NH,17.06768406,81.88328358,59,59,Low,31,2,5.4
3,10,JN Road NH,17.00800329,81.80995996,24,27,Low,30.2,2,6
3,10,RTC CS Mall,17.0003637,81.78944972,36,36,Low,30.5,2,6
3,10,Old Bypass Road,17.00504582,81.78015449,22,28,Medium,30.5,2,6
3,10,Jampeta,17.00493586,81.7802133,21,27,Medium,30.5,2,6
3,10,Syamalamba Temple Rd,16.99930568,81.77559463,31,31,Low,30.5,2,6
3,10,Stadium Rd,16.99691874,81.77775541,14,23,Medium,30.5,2,6
3,10,Anala venkata Apparao road,17.00781173,81.7921874,28,28,Low,30.4,2,6
3,10,Manasa Hospital,17.00771734,81.78586393,27,27,Low,30.5,2,6
3,10,Apex Hospital,17.00693863,81.79054341,28,28,Low,30.4,2,6
3,10,Nandamgani raju junction,17.00948697,81.77954017,14,20,Medium,30.5,2,6
3,10,Y juncton,17.01282624,81.78265352,26,36,Medium,30.5,2,6
3,10,Chiranjeevi Bus Stand,17.01457254,81.77861516,48,48,Low,30.5,2,6
3,10,Gokavaram Bus stand,17.00967985,81.77120172,27,27,Low,30.5,2,6
3,10,Devichowk to Mochi veedhi,17.00897558,81.77516315,14,20,Medium,30.5,2,6
3,10,jandapanja road,17.00579395,81.77361261,22,25,Low,30.4,2,6
3,10,CMR Mall,17.00628565,81.77066111,22,25,Low,30.5,2,6
3,10,Markandeya swamy Temple Road,17.00241935,81.76737485,26,26,Low,30.5,2,6
3,10,Kathreru Road,17.02176665,81.77483965,23,30,Medium,30.5,2,6
3,10,Tirumala College Road,17.04317119,81.77557759,35,35,Low,30.5,2,6
3,10,Dhavaleswaram Main Road,16.95028008,81.78232137,34,34,Low,30.5,2,6
3,10,Church Center Bypass,17.00490403,81.78017113,22,28,Medium,30.5,2,6
3,10,Central Jail Road,17.01834611,81.79134448,25,36,Medium,30.4,2,6
3,10,Brothern Church,17.023473,81.78349635,42,42,Low,30.4,2,6
3,10,Quary Market,17.03230697,81.78809778,48,48,Low,30.4,2,6
3,10,Airport Road,17.0417882,81.79431782,42,42,Low,30.4,2,6
3,10,Rial cum Road Bridge,16.99704708,81.76927354,45,45,Low,30.5,2,6
3,10,Main Road,16.99989159,81.77174995,22,25,Low,30.5,2,6
3,10,Bhanu Gudi,16.97072762,82.23604298,38,38,Low,31,3,5.5
3,10,Vankata Narayana Railway Gate,16.97309741,82.22603038,32,40,Medium,31.3,2,7.4
3,10,Munsif Gari Junction,16.93705305,82.2329748,14,31,High,30.5,2,8.5
3,10,Apt College Road,16.92997584,82.23448295,30,38,Medium,30.5,2,8.5
3,10,Dairyfarm Centre,16.95630211,82.24871505,30,30,Low,31.3,2,7.4
3,10,Gaati Center,16.93563419,82.22835108,17,28,Medium,30.5,2,8.5
3,10,Nagamalli Thota Centre,16.98676611,82.24004443,38,38,Low,31,3,5.5
3,10,Temple Street,16.9469232,82.23195854,22,34,Medium,31.3,2,7.4
3,10,Main Road,16.94777588,82.23388898,22,29,Medium,31,3,5.5
3,10,Sarpavaram Junction,16.99489545,82.24274883,5,10,Medium,31,3,5.5
3,10,Pr Clg Road,16.95806544,82.23109821,33,40,Medium,31.3,2,7.4
3,10,Bala Cheruvu,16.95281937,82.2323379,39,39,Low,31,3,5.5
3,10,Nukalamma Temple,16.96300885,82.23441835,35,35,Low,31,3,5.5
3,10,Cinema Road,16.94826209,82.23632529,23,23,Low,31.3,2,7.4
3,10,Beach Road,17.00894764,82.28321349,26,26,Low,31.3,2,7.4
3,10,Glass House Centre,16.94871864,82.23396555,22,29,Medium,31,3,5.5
3,10,Gold Market Centre,16.94680648,82.23381229,22,29,Medium,31,3,5.5
3,10,Masjid Centre,16.95101841,82.23404475,24,24,Low,31,3,5.5
3,10,Fire Office Road,16.95625954,82.2331964,35,35,Low,31.3,2,7.4
3,10,District Court,16.95750555,82.2270718,10,17,Medium,31,3,5.5
3,10,Ggh,16.95516493,82.23011318,39,39,Low,31,3,5.5
3,10,Kokila Centre,16.95965298,82.22372616,39,39,Low,31.3,2,7.4
3,10,Drivers Colony,16.91956872,82.23867107,43,50,Low,30.5,2,8.5
3,10,Rto Office,16.9755554,82.24875196,32,40,Medium,31.3,2,7.4
3,10,Vakalapudi Junction,17.00611779,82.26343084,26,26,Low,31.3,2,7.4
3,10,Indrapalem Bridge,16.95965298,82.22372616,39,39,Low,31.3,2,7.4
3,10,Revenue Office,16.95391532,82.23158617,33,40,Medium,31,3,5.5
3,10,Bus Stand,16.96862888,82.23962547,30,30,Low,31,3,5.5
3,10,Jntuk Road,16.9733395,82.23687898,32,40,Medium,31.3,2,7.4
3,10,Kalpana Centre,16.95614085,82.23667032,17,17,Low,31.3,2,7.4
3,10,Jagannadhapuram Bridge,16.94224349,82.23327483,23,29,Medium,31.3,2,7.4
3,10,Kakinada Anchorage Port,16.93999009,82.2562341,27,27,Low,31.3,2,7.4
3,10,Karnam Gari Junction,16.977303,82.22772654,30,37,Medium,31,3,5.5
3,10,Pitapuram Kakinada Road,17.00123968,82.24517314,29,40,Medium,31,3,5.5
3,10,Pitapuram Kakinada Highway,17.05454405,82.25091475,59,59,Low,31.3,2,7.4
3,10,Achampeta Junction,17.02251512,82.24885405,59,59,Low,31.3,2,7.4
3,10,Satya Gowri Theatre Road,16.94489627,82.23602479,26,26,Low,31.3,2,7.4
3,10,Madhavapatam Centre,16.99251444,82.21067511,33,40,Medium,31.3,2,7.4
3,10,Gandhi Circle,16.96469875,82.22472639,33,40,Medium,31.3,2,7.4
3,10,Light House,17.01400687,82.28410307,26,26,Low,31.3,2,7.4
3,12,Diwan Cheruvu,17.04629017,81.84391764,30,30,Low,31.5,2,7.4
3,12,Morumpudi Junction,16.99604829,81.80198795,29,33,Low,31.6,2,7
3,12,VL Puram,17.00036112,81.79457901,36,36,Low,31.6,2,7
3,12,Bommuru Junction,16.97002604,81.79820779,45,53,Medium,31.6,2,7
3,12,Lala Cheruvu,17.02593121,81.80629901,45,53,Medium,31.4,2,7
3,12,Pushkar Ghat Cir,17.00696903,81.76790598,27,27,Low,31.6,2,7
3,12,Azad Chowk,17.00665391,81.77629003,9,9,Low,31.5,2,7
3,12,Devi Chowk Circle,17.00979647,81.77610013,27,27,Low,31.6,2,7
3,12,Balajipeta Junction,16.97671458,81.79384357,44,53,Medium,31.6,2,7
3,12,Kesavaram Railway gate,16.9311275,81.88170907,22,22,Low,31.8,2,8.4
3,12,GIET NH,17.05948989,81.86937184,44,53,Medium,31.4,2,7.4
3,12,DELTA hospital NH,17.01149942,81.80917916,58,58,Low,31.4,2,7
3,12,GSL NH,17.06768406,81.88328358,59,59,Low,32,2,8
3,12,JN Road NH,17.00800329,81.80995996,28,28,Low,31.4,2,7
3,12,RTC CS Mall,17.0003637,81.78944972,36,36,Low,31.6,2,7
3,12,Old Bypass Road,17.00504582,81.78015449,17,28,Medium,31.5,2,7
3,12,Jampeta,17.00493586,81.7802133,17,27,Medium,31.5,2,7
3,12,Syamalamba Temple Rd,16.99930568,81.77559463,31,31,Low,31.5,2,7
3,12,Stadium Rd,16.99691874,81.77775541,15,23,Medium,31.6,2,7
3,12,Anala venkata Apparao road,17.00781173,81.7921874,21,28,Medium,31.5,2,7
3,12,Manasa Hospital,17.00771734,81.78586393,27,27,Low,31.5,2,7
3,12,Apex Hospital,17.00693863,81.79054341,20,27,Medium,31.5,2,7
3,12,Nandamgani raju junction,17.00948697,81.77954017,17,21,Medium,31.5,2,7
3,12,Y juncton,17.01282624,81.78265352,37,37,Low,31.5,2,7
3,12,Chiranjeevi Bus Stand,17.01457254,81.77861516,48,48,Low,31.6,2,7
3,12,Gokavaram Bus stand,17.00967985,81.77120172,27,27,Low,31.6,2,7
3,12,Devichowk to Mochi veedhi,17.00897558,81.77516315,20,20,Low,31.5,2,7
3,12,jandapanja road,17.00579395,81.77361261,27,27,Low,31.5,2,7
3,12,CMR Mall,17.00628565,81.77066111,27,27,Low,31.5,2,7
3,12,Markandeya swamy Temple Road,17.00241935,81.76737485,21,26,Medium,31.6,2,7
3,12,Kathreru Road,17.02176665,81.77483965,22,29,Medium,31.5,2,7
3,12,Tirumala College Road,17.04317119,81.77557759,35,35,Low,31.6,2,7
3,12,Dhavaleswaram Main Road,16.95028008,81.78232137,34,34,Low,31.6,2,7
3,12,Church Center Bypass,17.00490403,81.78017113,16,28,Medium,31.5,2,7
3,12,Central Jail Road,17.01834611,81.79134448,37,37,Low,31.5,2,7
3,12,Brothern Church,17.023473,81.78349635,42,42,Low,31.5,2,7
3,12,Quary Market,17.03230697,81.78809778,48,48,Low,31.5,2,7
3,12,Airport Road,17.0417882,81.79431782,42,42,Low,31.5,2,7
3,12,Rial cum Road Bridge,16.99704708,81.76927354,45,45,Low,31.6,2,7
3,12,Main Road,16.99989159,81.77174995,27,27,Low,31.5,2,7
3,12,Bhanu Gudi,16.97072762,82.23604298,28,37,Medium,30.9,2,11.2
3,12,Vankata Narayana Railway Gate,16.97309741,82.22603038,33,41,Medium,31.3,2,10.7
3,12,Munsif Gari Junction,16.93705305,82.2329748,20,31,Medium,31.4,2,9.3
3,12,Apt College Road,16.92997584,82.23448295,30,39,Medium,31.4,2,9.3
3,12,Dairyfarm Centre,16.95630211,82.24871505,30,30,Low,31.3,2,10.7
3,12,Gaati Center,16.93563419,82.22835108,21,29,Medium,31.4,2,9.3
3,12,Nagamalli Thota Centre,16.98676611,82.24004443,28,37,Medium,30.9,2,11.2
3,12,Temple Street,16.9469232,82.23195854,28,35,Medium,31.3,2,10.7
3,12,Main Road,16.94777588,82.23388898,19,30,Medium,30.9,2,11.2
3,12,Sarpavaram Junction,16.99489545,82.24274883,11,11,Low,30.9,2,11.2
3,12,Pr Clg Road,16.95806544,82.23109821,34,41,Medium,31.3,2,10.7
3,12,Bala Cheruvu,16.95281937,82.2323379,39,39,Low,30.9,2,11.2
3,12,Nukalamma Temple,16.96300885,82.23441835,29,34,Low,30.9,2,11.2
3,12,Cinema Road,16.94826209,82.23632529,23,23,Low,31.3,2,10.7
3,12,Beach Road,17.00894764,82.28321349,26,26,Low,31.3,2,10.7
3,12,Glass House Centre,16.94871864,82.23396555,19,30,Medium,30.9,2,11.2
3,12,Gold Market Centre,16.94680648,82.23381229,19,30,Medium,30.9,2,11.2
3,12,Masjid Centre,16.95101841,82.23404475,19,24,Medium,30.9,2,11.2
3,12,Fire Office Road,16.95625954,82.2331964,29,34,Low,31.3,2,10.7
3,12,District Court,16.95750555,82.2270718,9,18,Medium,30.9,2,11.2
3,12,Ggh,16.95516493,82.23011318,39,39,Low,30.9,2,11.2
3,12,Kokila Centre,16.95965298,82.22372616,39,39,Low,31.3,2,10.7
3,12,Drivers Colony,16.91956872,82.23867107,51,51,Low,31.4,2,9.3
3,12,Rto Office,16.9755554,82.24875196,28,40,Medium,31.3,2,10.7
3,12,Vakalapudi Junction,17.00611779,82.26343084,26,26,Low,31.3,2,10.7
3,12,Indrapalem Bridge,16.95965298,82.22372616,39,39,Low,31.3,2,10.7
3,12,Revenue Office,16.95391532,82.23158617,34,41,Medium,30.9,2,11.2
3,12,Bus Stand,16.96862888,82.23962547,30,30,Low,30.9,2,11.2
3,12,Jntuk Road,16.9733395,82.23687898,28,40,Medium,31.3,2,10.7
3,12,Kalpana Centre,16.95614085,82.23667032,17,17,Low,31.3,2,10.7
3,12,Jagannadhapuram Bridge,16.94224349,82.23327483,19,30,Medium,31.3,2,10.7
3,12,Kakinada Anchorage Port,16.93999009,82.2562341,27,27,Low,31.3,2,10.7
3,12,Karnam Gari Junction,16.977303,82.22772654,27,37,Medium,30.9,2,11.2
3,12,Pitapuram Kakinada Road,17.00123968,82.24517314,30,41,Medium,30.9,2,11.2
3,12,Pitapuram Kakinada Highway,17.05454405,82.25091475,59,59,Low,31.3,2,10.7
3,12,Achampeta Junction,17.02251512,82.24885405,59,59,Low,31.3,2,10.7
3,12,Satya Gowri Theatre Road,16.94489627,82.23602479,26,26,Low,31.3,2,10.7
3,12,Madhavapatam Centre,16.99251444,82.21067511,34,41,Medium,31.3,2,10.7
3,12,Gandhi Circle,16.96469875,82.22472639,34,41,Medium,31.3,2,10.7
3,12,Light House,17.01400687,82.28410307,26,26,Low,31.3,2,10.7
3,13,Diwan Cheruvu,17.04629017,81.84391764,30,30,Low,32.4,2,9.7
3,13,Morumpudi Junction,16.99604829,81.80198795,33,33,Low,32.3,2,9
3,13,VL Puram,17.00036112,81.79457901,36,36,Low,32.3,2,9
3,13,Bommuru Junction,16.97002604,81.79820779,53,53,Low,32.3,2,9
3,13,Lala Cheruvu,17.02593121,81.80629901,53,53,Low,32.1,2,9
3,13,Pushkar Ghat Cir,17.00696903,81.76790598,27,27,Low,32.3,2,9
3,13,Azad Chowk,17.00665391,81.77629003,9,9,Low,32.3,2,9
3,13,Devi Chowk Circle,17.00979647,81.77610013,27,27,Low,32.3,2,9
3,13,Balajipeta Junction,16.97671458,81.79384357,53,53,Low,32.4,2,9
3,13,Kesavaram Railway gate,16.9311275,81.88170907,22,22,Low,32.5,2,7.9
